s.no,code,Station,Latitude,Longitude
4305,BIRD,bhiwandi road,19.268544,73.045654
4306,BI,bari sadri,24.411465,74.468715
4307,BLD,bhilad,20.2753232,72.887446
4308,ALMW,almaw,25.259915,82.489941
4309,BGX,bagri sajjanpur,25.916759,73.821842
4310,VTP,vastrapur,23.00802,72.517982
4311,BNTH,bandhnath,21.434145,70.356879
4312,BIJR,bijoor,13.8221962,74.6420535
4313,BNS,banas,24.7131638,72.9887256
4314,BILP,bhilpur,22.196155,73.323477
4315,BGPR,bhagwanpura,25.419012,73.363312
4316,BGG,banta raghunathgarh,25.60180707,73.52738176
4317,BJPR,bijaipur road,26.196877,77.305586
4318,BMY,bamiana,28.26312382,79.3291058
4319,BNHR,banbihari gwalipur,20.33902661,86.20503345
4320,BHAT,bhatpura,26.327284,77.674711
4321,BINR,brij nagar,27.439639,77.089708
4322,BKS,balikotia,26.46830942,92.57044308
4323,BIR,bir,22.05264,76.547232
4324,BHDR,bhadri,25.6766583,81.5677547
4325,BEDM,bedham,27.453929,77.209461
4326,BPB,badarpur jn,24.8651775,92.5563227
4327,GTU,ghat nandur,18.722978,76.563483
4328,BNTL,bantawala,12.878545,75.034456
4329,BRBL,birahalli,12.667132,76.385196
4330,BSCK,basuchak,25.53140767,83.34822341
4331,AND,andampaliam,12.08842638,79.16898527
4332,BRZ,bareta,29.8593339,75.6924026
4333,BRGW,bargawan,24.197002,82.455989
4334,BSY,barsathi,25.564133,82.473946
4335,BSKR,basi kiratpur,29.497228,78.213283
4336,CDS,chandisar,24.2064915,72.3128162
4337,BTI,bhatinda jn,30.209488,74.932083
4338,BTZ,balimara,27.236868,95.333576
4339,PTK,pathankot,32.271804,75.644427
4340,BVNR,bhavani nagar,17.156895,74.312946
4341,BQP,bighapur,26.3551471,80.6934544
4342,AMLR,amala nagar,10.561834,76.171838
4343,BOTI,baori thikria,27.41454869,75.511335
4344,BOF,barog,30.8908529,77.0829696
4345,BSTP,basantapur,21.548768,85.67659
4346,BTM,battulapuram,13.74759508,78.30580244
4347,BSWA,baiswara,26.284843,80.834712
4348,BPC,berhampore court,24.0890841,88.263642
4349,AMM,atirampattinam,10.33228523,79.38580759
4350,CRWA,chirawa,28.22334137,75.65068452
4351,BWC,banwali,29.919979,74.029894
4352,BT,barasat,22.72388,88.483483
4353,BYP,baijnathpur,25.901014,86.653766
4354,BPD,bahadurpur,23.4385195,88.4633792
4355,BXF,barsuan,21.847398,85.119799
4356,AMO,amolwa,27.211161,84.478487
4357,BXN,bayana jn,26.916354,77.297131
4358,SKEN,sukhshena,25.790577,87.111962
4359,DNRP,dungarpur,23.867175,73.695462
4360,CHBR,chaure bazar,26.469531,82.118735
4361,DDW,dudwa,28.50831,80.672161
4362,CKE,choki sorath,21.659142,70.525813
4363,CIH,chilhia,27.35207,82.990864
4364,DGLE,dhulian ganga,24.672086,87.937644
4365,CDM,chidambaram,11.391471,79.7033411
4366,COO,chhoti odai,26.558703,76.805294
4367,CAMU,chamua,27.13770218,84.40083419
4368,DHLI,dethli,23.486172,72.103051
4369,DHAE,dainhat,23.60191,88.170269
4370,DAD,devargudda,14.66779,75.576141
4371,DEW,dewalgaon,20.89116034,80.07926655
4372,BWSN,bijwasan,28.5367,77.051292
4373,DBS,dobbspet,13.23318016,77.24915543
4374,DCK,dhandhuka,22.384024,71.975613
4375,COB,cooch behar,26.3029681,89.6653098
4376,CQA,cherukara,10.929228,76.228119
4377,DEE,delhi sarai rohilla,28.662992,77.187106
4378,DBSI,daya basti,28.667329,77.17139
4379,CWN,charawan,30.501187,74.578082
4380,DOB,dundlodh mukundgarh,27.93879937,75.23735384
4381,BWK,bawani khera,28.939509,76.032707
4382,BARU,baharu,22.205278,88.44446
4383,DOX,dohna,28.434064,79.432729
4384,DKJ,dornakal jn,17.445987,80.153157
4385,GGC,gangapur city,26.468979,76.727708
4386,DMPR,dharampur,28.150306,78.265728
4387,DJI,dhoraji,21.72217,70.44478
4388,DLD,dalauda,23.948637,75.105361
4389,TKRU,takhrau,27.274196,79.212452
4390,DSK,duskheda,21.073708,75.839083
4391,DING,ding,29.4610537,75.2606046
4392,DHPD,dhapara dham,24.195866,88.246087
4393,DNE,dhamni,19.647058,77.177888
4394,DHRJ,dhirganj,25.745642,81.924339
4395,GDG,gadag jn,15.437048,75.642481
4396,DNJ,daundaj,18.23000657,74.17678092
4397,DVG,davangere,14.467834,75.92229
4398,DRGM,deoragram,24.096925,82.352464
4399,DMYA,damoy,23.971208,80.996787
4400,DRU,kadur,13.552501,76.008846
4401,DTN,dhamtan sahib,29.688827,76.004006
4402,FDK,faridkot,30.682857,74.76138
4403,DULP,daulatpur haryana,29.452123,75.88859
4404,DPSR,dapsaura,25.983503,80.202954
4405,DMF,dumerta,22.185683,84.914683
4406,DPJ,dharmapuri,12.126595,78.154742
4407,DVA,delvada,20.773429,71.041529
4408,DKU,dumri khurd,21.310416,79.312269
4409,DNX,dhansu,29.211731,75.801658
4410,DIBL,dholi bhal,22.44572,72.0826
4411,DSPN,deshpran ph,22.029347,87.817047
4412,DTJ,detroj,23.33202781,72.17654591
4413,GRN,gurnay,29.87436664,75.8046766
4414,GILL,gill,30.840521,75.848169
4415,DTL,darritola,23.289638,82.395751
4416,DWT,dewan hat,26.3029681,89.6653098
4417,FNO,fungo halt,25.61873029,86.6044763
4418,FRD,farhedi,28.71171697,78.79371616
4419,GKJ,golakganj,26.108359,89.83065
4420,FTC,fatehpur chursi,26.843511,80.26179
4421,GNGL,gangauli,25.668107,82.863093
4422,GKK,gokak road,16.205164,74.738839
4423,GRRG,gurli ramgarhwa,27.185739,83.771432
4424,FKB,fakhrabad,18.824644,77.974481
4425,GPR,ghorpuri,18.52782092,73.89344839
4426,GHL,golhalli,13.148289,77.413983
4427,FSW,fateh singhwala,29.919979,74.029894
4428,DYK,dudhia khurd,28.46474,80.197805
4429,GND,govindgarh malikpur,27.240582,75.645001
4430,GNO,goregaon road,18.162498,73.30253
4431,DWV,diwankhavati,17.855413,73.418174
4432,GMDN,girimaidan,22.340478,87.306151
4433,GSB,garna sahib,31.78056181,75.65349208
4434,GKL,gokulpur,22.375923,87.293716
4435,GLMA,gulma,26.802802,88.403784
4436,EN,isand,23.294039,72.484975
4437,DXN,duddhinagar,24.20903185,83.21679154
4438,GAJB,gajara bahara,24.05344,82.311761
4439,GMM,gumman,30.842438,76.97194
4440,GBRI,gobarwahi,21.514747,79.723237
4441,DRZ,dalli rajhara,20.586729,81.067973
4442,GRHM,gir hadmatiya,20.988488,70.687208
4443,GRKN,gorakhnath,20.308158,86.260098
4444,BGL,bagula,23.33546471,88.64640372
4445,GHS,guru harsahai,30.715001,74.399987
4446,GEB,garh baruari,26.019349,86.605596
4447,GAD,gevra road,22.348524,82.64566
4448,GHRI,ghori halt,27.373959,80.503293
4449,GJMB,ganjmuradabad,26.987889,80.177008
4450,GAJU,gaju halt,27.204231,80.372973
4451,GNN,gangineni,16.781754,80.498954
4452,HRW,harrawala,30.260892,78.097705
4453,NGRS,nagrota suriyam,32.051899,76.09101
4454,HLN,hole narsipur,12.786495,76.24646
4455,HGL,harangul,18.385198,76.480912
4456,HBL,hombal,15.520136,75.576122
4457,HD,harda,22.338414,77.10084
4458,HTL,hatikhali,25.61107,93.090848
4459,JAO,jaora,23.627773,75.115632
4460,HMK,hindumalkote,30.147103,73.925834
4461,GUNS,ghunas,30.320113,75.420592
4462,HA,hargaon,27.769192,80.728229
4463,HMG,hamirgarh,25.187264,74.616939
4464,HGI,hagari,15.15123873,77.05174732
4465,HPRD,hapa road,23.540458,72.938107
4466,PTB,pattambi,10.80193298,76.18133665
4467,PBJM,pabnawa jasmahinder halt,29.89569571,76.65271797
4468,HDD,haddinagundu,15.153264,76.979148
4469,JMS,jamsar,28.24751,73.398985
4470,GLPT,goalpara town,26.126535,90.620659
4471,HBS,hebsur,15.42206,75.283878
4472,GUK,guntakonduru,16.45715,81.077533
4473,JAL,jawali,25.462722,73.396871
4474,HZN,hazrat nagar halt,28.633331,78.665909
4475,HLD,haludpukur,22.7428208,86.2607646
4476,GSGJ,ghausganj,27.13512687,80.29182666
4477,JMV,jambara,21.943048,78.251975
4478,HHR,hridaypur,22.711098,88.470282
4479,HER,her,18.42690339,76.97130647
4480,JRKT,jadarama kunte,16.28426707,75.83866139
4481,JGW,jogiwala,31.093842,75.067432
4482,IKK,ikkar,29.891989,78.099997
4483,JCH,jetha chandan,26.999949,71.308307
4484,QSR,kansrao,30.07856986,78.1417954
4485,JSKA,jataula samphka,28.372602,76.799492
4486,JWS,jharwasaa,26.210097,74.7074
4487,JMKR,jawlmukhi road,32.015744,76.226427
4488,KAWL,kandwal halt,32.282959,75.769823
4489,KAYR,kayar,19.90643,78.907292
4490,JTW,jaitwar,24.740226,80.863876
4491,JUK,jaulka,20.28544292,77.0759091
4492,JKE,jukehi,23.986873,80.432389
4493,KANO,kanoh,30.992083,77.118006
4494,JIND,jind jn,29.328876,76.289617
4495,JDH,jam jodhpur jn,21.906659,70.031387
4496,JKB,jakhalabandha,26.563801,92.991109
4497,JVT,jivanti halt,24.080517,88.192446
4498,JMK,jamunamukh,26.108194,92.741306
4499,KDL,kankroli,25.049119,73.909586
4500,JRQ,jharokhas,24.1796157,83.16415065
4501,JEA,nakaha jungle,26.803135,83.360755
4502,JOBA,joba,24.096599,81.762682
4503,JMN,jamuawan,24.81523,85.292477
4504,JRLI,jaroli,21.952769,85.419294
4505,JSS,jasia,29.005749,76.649455
4506,KASU,kasu,18.64059,73.079446
4507,KAL,kallai,9.977293,78.670312
4508,KAWR,karwar,14.821387,74.183139
4509,IPR,islampur,25.1385771,85.21730072
4510,JDB,jagdalpur,19.066004,82.013757
4511,CGKP,chandagirikopal,12.478702,76.716049
4512,JWB,jawai bandh,25.114043,73.147325
4513,JJJ,jaijon doaba,31.349656,76.134971
4514,JJG,jiaganj,24.244268,88.27698
4515,NGRI,new garia,22.4727,88.397713
4516,HSRA,hosur,12.717606,77.822839
4517,KBK,khamil ghat,25.626813,73.864884
4518,JCN,junichavand,21.385151,70.683667
4519,KANS,kansiya nes,21.244102,70.640042
4520,KDM,kesamudram,17.686252,79.896471
4521,CNHL,chink hill,18.099269,75.454685
4522,KD,kundarkhi,28.68044443,78.78806506
4523,COA,kakinada port,16.955204,82.240057
4524,JRLE,jangipur road,24.459515,88.04076
4525,CKTD,chitrakutdham karwi,25.217611,80.922775
4526,KCM,kalasumudram,14.21716,78.099683
4527,KDK,kohdad,21.70262289,76.36547849
4528,CHU,champion,12.936251,78.262564
4529,CJR,chamaraj,22.735539,71.555883
4530,CJL,chajli,30.04298554,75.81228635
4531,KEK,karkheli,18.944571,77.7382
4532,CNPR,chainpur,23.729821,85.582933
4533,KDI,kundli,22.27884406,71.68394942
4534,CIA,chheharta,31.621878,74.794278
4535,CNO,cancona,15.006906,74.039454
4536,CJA,chongajan,26.062329,93.818104
4537,CLR,castle rock,15.397879,74.334484
4538,KDO,kadakola,12.190407,76.663729
4539,JPZ,jogighopa,26.241537,90.576384
4540,KGN,kurseong,26.877401,88.277001
4541,CKMI,chhotaki masaudhi halt,25.3303975,85.03175144
4542,KAWT,kanwat,27.58952144,75.67626637
4543,CNN,chintaman ganes,23.145849,75.741029
4544,CMA,cinnamara,26.715527,94.169432
4545,CMW,chima pahad,17.516012,80.463656
4546,CHTT,chitta halt,17.823439,77.537077
4547,CKD,charkhi dadri,28.600799,76.279921
4548,CKSR,chak safaura halt,28.211203,79.842478
4549,CHWT,chhaprawat,28.54197033,77.79989096
4550,KDBA,kodimbala halt,12.718252,75.476631
4551,KEMR,kemri,28.809864,79.197796
4552,KHTX,khed temple halt,25.886234,72.109226
4553,CPU,chopan,24.51403,83.025843
4554,DAC,dahinsara jn,22.955607,70.618291
4555,PTZ,patsul,21.0022,77.038231
4556,KJA,khajurhat,26.525308,82.126813
4557,DBD,deoband,29.6800315,77.6708734
4558,CRG,churaman nagri,27.40119,77.61767
4559,COR,chittaurgarh,24.874341,74.623687
4560,CVB,cavalry barrcks,17.494734,78.518694
4561,CUK,churk,24.6496787,83.1032006
4562,KIN,kapasan,24.86221,74.312762
4563,KHRY,khairahi,24.80203661,82.98577448
4564,DAB,dharmabad,18.88826031,77.8493415
4565,CRD,mumbai currey road,18.9937,72.83266
4566,CTHT,chatar halt,24.842144,85.495374
4567,KLAD,kalanad halt,12.467679,74.998515
4568,DAS,dhasa jn,21.782545,71.518008
4569,KHD,khodiyar,23.156554,72.548244
4570,CTRL,chhatral,23.26246,72.468518
4571,CTKT,choti khatu,27.155534,74.35723
4572,KKD,kalkund,22.47801,75.85927
4573,CRE,charghat piparia,23.044097,79.929889
4574,D,deula,22.214924,88.281483
4575,DEA,diara,22.798157,88.280471
4576,CRN,charegaon,22.04203838,80.14011549
4577,CTL,chital,21.745689,71.218128
4578,DPUR,dadpur,19.972516,83.250076
4579,KHRI,kharkhari,23.760124,86.234894
4580,KFH,katphal,18.23255147,74.59603217
4581,KJPD,kurinjipadi,11.572583,79.595999
4582,KLH,khemli,24.690834,73.842386
4583,KLNK,kalanaur kalan,28.8349236,76.389612
4584,DDK,dhindsa,30.895838,74.738503
4585,KMT,khammam,17.249347,80.138491
4586,KTHA,khutaha,24.802248,80.86085
4587,DGJ,dungar jn,21.078274,71.553226
4588,KMA,kaima,24.611085,80.845912
4589,KNRG,kanhargaon naka,19.94397081,77.14622609
4590,KMLM,kelamangalam,12.6162,77.865703
4591,KTLR,kanthaliya road,23.991771,88.179001
4592,KRPR,karepur,18.589152,76.681135
4593,KNW,khandwa,21.823596,76.353227
4594,KNG,kathunangal,31.7287,75.015194
4595,DH,diamond harbour,22.191902,88.189916
4596,DHY,dharodi,29.6399236,76.05597469
4597,KNAR,khanpur ahir,27.911754,76.589847
4598,KOP,c shahu m raj kolhapur term,16.70257,74.237695
4599,KOLI,kesholi,24.727194,76.790369
4600,DGPP,dhengli pp goan,19.406622,76.49169
4601,KTHD,kothari road,22.156964,82.70858
4602,KMBL,khambhaliya,22.217513,69.657344
4603,KRDL,kirandul,18.757486,81.258131
4604,KNLS,kanalas jn,22.319955,69.896549
4605,KODN,kodumunda,10.81693051,76.14287908
4606,KSDE,karsindhu,29.392008,76.731866
4607,KSC,kashi chak,25.070799,85.718754
4608,DGNH,dergaon halt,25.088974,85.751319
4609,KRYA,kurraiya,28.416819,80.244212
4610,KRJD,karjoda,24.218469,72.455671
4611,KPKI,qasimpur kheri,29.18277,77.28593
4612,KMSD,kumar sadra,18.912986,81.671506
4613,KPE,kauwapur,27.51582161,82.29790151
4614,KSUA,kashipura,23.120701,73.170262
4615,KRA,karepalli,17.511408,80.271865
4616,KTRD,katosan road,23.409181,72.246237
4617,DHK,dhakuria,22.51554,88.371504
4618,KNL,kalanwali,29.835057,74.97985
4619,LHU,loharu,28.427051,75.801613
4620,DNHK,dhindhora hkmkd,26.803925,77.103482
4621,LKY,lakhmapur,15.870282,75.627712
4622,LPW,loharpurwa,27.082641,83.268484
4623,LNS,lunsu halt,32.018944,76.1797
4624,LER,lehra,27.161243,83.234142
4625,MKRA,makrera,26.31092531,74.5333716
4626,LHN,lachyan,17.27957376,75.97170146
4627,LAUL,laul,18.03387288,75.39501005
4628,KVC,kaparpura,26.179892,85.309233
4629,LDCY,lodi colony,28.579455,77.216548
4630,MDPA,mandpiya,25.261369,74.635713
4631,KTE,katni,23.833385,80.400543
4632,KY,kareli,22.932344,79.066765
4633,LMD,linganenidoddi,15.399929,77.703397
4634,KXX,kata road,20.187339,77.11088
4635,KURJ,khajuraho,24.7969839,79.8900217
4636,LKT,hulkoti,15.434667,75.531958
4637,LAD,lohardaga,23.445967,84.70733
4638,KVS,kalsur,14.88804207,75.40095654
4639,KZPR,kazipara,23.909854,88.188491
4640,LMG,lumding jn,25.750036,93.1766
4641,LR,ladpura,26.504385,74.728726
4642,KZX,khudda korala,31.729693,75.647484
4643,MHJ,mahajan,28.793007,73.853666
4644,LKS,lunkaransar,28.493395,73.743155
4645,MJBT,majbat,26.784587,92.287814
4646,LUNI,luni jn,26.001256,73.003175
4647,KTRR,kathara road,26.310011,80.228735
4648,KWW,kuswa,27.473814,78.403697
4649,KUDL,kudal,16.017651,73.67813
4650,KUL,kallayi,11.234607,75.788884
4651,KVM,kavutaram,16.32892,81.069608
4652,MAD,maddur,12.604742,77.049522
4653,KUPR,khurdpur,31.424854,75.72317
4654,BDYR,bidyadabri,26.271855,89.767506
4655,MAH,madhoganj,27.117963,80.135457
4656,LOV,lovedale,11.382403,76.704285
4657,LKQ,laukaha bazar,26.543198,86.463013
4658,KVLR,karuvalli,11.831114,78.027912
4659,LSG,lawa sardargarh,25.272756,73.948453
4660,MJL,majhowlia,26.802772,84.619139
4661,JML,jumnal,16.72300229,75.71413356
4662,MNKB,miyonka bara,25.872727,72.728511
4663,MBG,maibang,25.30497,93.135371
4664,MKR,maddikera,15.256635,77.411496
4665,MC,mandapam camp,9.281533,79.134997
4666,LUR,latur,18.429166,76.556049
4667,MJPB,manjhra purab,28.300646,81.160402
4668,LTRR,latur road,18.506494,76.845289
4669,MKHR,marwar khara,27.06056944,72.13007151
4670,MABD,mahbubabad,17.597561,79.999792
4671,MGG,mangliya gaon,22.815074,75.918051
4672,MGL,mangela,16.223191,75.749383
4673,MDS,mandasor,24.075937,75.076343
4674,MAKH,mokhampura,26.030315,74.68323
4675,MAY,mariahu,25.597006,82.598166
4676,MLDE,madlauda,29.399824,76.809711
4677,MED,medchal,17.639335,78.474557
4678,ME,masaipet,17.88053655,78.46695707
4679,MDVR,madhavnagar,16.886605,74.575493
4680,KDRD,khuldil road,24.368372,82.86161
4681,MLI,mangaliyawas,26.278197,74.492705
4682,MDT,madarihat,26.69455139,89.27455902
4683,DWDI,dighwa dubauli,26.26522955,84.74324864
4684,MHV,mahuva jn,21.09412,71.756011
4685,MHBZ,mahtha bazar,27.391561,82.957379
4686,MIM,maniram,26.838267,83.342407
4687,MBV,mirzapur bachhaud,28.077937,76.198447
4688,MDDG,malad gaon,18.36212,74.596581
4689,MNJR,manjhlepur,25.994578,81.178625
4690,MGF,mandagere,12.730158,76.378905
4691,GADH,goaldih,21.726323,85.546265
4692,MDE,makhdumpur gaya,25.077131,84.979105
4693,MHQ,mahuda,23.747481,86.270783
4694,MMD,maheshmunda,24.232416,86.389033
4695,MRHT,moranhat,27.1829782,94.9193076
4696,MTMI,motimari,16.956602,80.320896
4697,MVN,milavittan,8.811577,78.087335
4698,MQC,mundka,28.6884912,77.02856887
4699,MRV,marsul,19.233398,77.098156
4700,MY,malliyam,11.079116,79.595866
4701,MOPR,mohanpura,29.992445,73.845031
4702,MSR,masur,17.404241,74.144209
4703,MPLM,marthipalayam,11.021579,78.023359
4704,NRD,naroda,23.085662,72.658017
4705,MUUA,mahuawa khurd,26.854361,83.593922
4706,MSH,mahesana jn,23.602623,72.388708
4707,NIIJ,nilaje,19.155062,73.079908
4708,MUKE,mukkali,11.68423,75.550362
4709,MVF,manabar,18.839732,82.695903
4710,MYS,mysore jn,12.318946,76.646013
4711,MRF,marpalli,17.54542,77.771485
4712,MSS,masarahalli,13.804192,75.735905
4713,MPE,malatipur,22.651892,88.762823
4714,NPS,napasar,27.980942,73.56399
4715,MZU,marandahalli,12.388944,78.017329
4716,MXP,malupota,31.184014,75.965393
4717,MPG,manpur nagaria,27.908304,78.818201
4718,MTND,mattagajpur,20.441552,85.946128
4719,PAW,pandabeswar,23.711965,87.277416
4720,MYR,maihar,24.255485,80.763148
4721,NBUE,nibkarori,27.32874892,79.40995966
4722,PBN,parbhani jn,19.25746,76.774119
4723,PAU,purna jn,19.180527,77.024985
4724,OSN,osiyan,26.729223,72.899779
4725,NGTG,new gitaldaha,26.0707762,89.5868746
4726,PBM,pamban jn,9.279729,79.213482
4727,ORDI,ordi,24.83576663,74.63042028
4728,NM,naimisharanya,27.355137,80.484435
4729,PALM,palaiyam,10.718615,78.129081
4730,PHC,panchot,23.635162,72.339879
4731,NVLN,nawalgohan,19.79863469,77.12327222
4732,NLE,nileshwar,12.255885,75.13575
4733,NWD,nawadih,24.886758,85.548645
4734,NNGL,naya nangal,31.378961,76.354211
4735,JMM,jaimurtinagar f,26.836932,85.066065
4736,NAU,nadapuram road,11.639509,75.575581
4737,NHF,nihasta halt,26.212313,80.925035
4738,PANP,pandavapura,12.463018,76.681387
4739,NVU,navalur,15.415518,75.055491
4740,NYY,neyyattinkara,8.41041,77.08111
4741,NLQ,nangal pathani halt,28.364489,76.496786
4742,NRJ,narimogaru,12.74638568,75.29242739
4743,NRKP,narkopi,23.37562044,85.01562358
4744,GNS,ghonsor,22.658083,79.95091
4745,NMGY,numaligarh,26.601184,93.865713
4746,NPR,nepalganj road,28.010872,81.60073
4747,NKR,nimar kheri,22.11119,76.150998
4748,NTV,nautanwa,27.42688,83.421297
4749,NTM,narthamalai,10.506577,78.78914
4750,PAQ,padiya naqla,29.085837,78.90761
4751,PKNA,pakhna,27.302522,79.304318
4752,PO,parangipettai,11.476847,79.736045
4753,PPH,pipri dih,25.879046,83.500574
4754,PPU,piparpur,26.137823,82.038949
4755,PSLP,pasalapudi,16.470923,81.095153
4756,OTR,moturu,16.439969,81.051142
4757,PDZ,pilioda,26.606366,76.864382
4758,PJK,panj kosi,30.137676,74.057408
4759,PKK,pakki,30.164759,74.355504
4760,NVT,navipet,18.770457,78.013194
4761,PGG,penganga,19.96032136,77.12304513
4762,PBV,paliba,18.659915,82.695712
4763,PDG,paradgaon,19.629143,76.147387
4764,PPDE,pandu pindara,29.307976,76.371308
4765,PCL,pulicherla,13.598983,79.040396
4766,BNDA,banda jn,25.477677,80.336246
4767,QRP,kila raipur,30.759177,75.827486
4768,PLCJ,phalodi jn,27.124914,72.366863
4769,PDR,payagpur,27.407067,81.776186
4770,PRDG,poradanga halt,24.26027265,88.22616465
4771,PAS,pasur,11.236641,77.857087
4772,PSAE,purbasthali,23.453302,88.323896
4773,PNVT,pancharatna,26.158866,90.555996
4774,PPW,pachperwa,27.528038,82.657808
4775,PKB,patharkhola s,25.77893135,93.10297773
4776,PNT,panitola,27.49675109,95.2499424
4777,PNGI,panangudi,9.921169,78.612621
4778,PCH,pachhapur,16.093145,74.672174
4779,PLV,palsi,17.812195,74.111907
4780,PRSP,prasadpur,28.54694,80.081172
4781,PJ,peppeganj,26.930569,83.294438
4782,PN,pansar,23.307875,72.47975
4783,PDY,puducherry,11.925446,79.828127
4784,PIS,piska,23.32954274,85.20610188
4785,PFU,padua,18.396744,82.687882
4786,NUJ,nujella,16.386599,81.022402
4787,HT,hotar,22.308541,88.399008
4788,PRSL,pandrasali,22.63341,85.806909
4789,PHM,patapatnam,18.74075263,84.08146989
4790,PM,palam,28.585656,77.09295
4791,PTAE,patuli,23.54758541,88.25171386
4792,BKIT,binkadakatti,15.43671405,75.59547386
4793,PVR,pandharpur,17.66849,75.319283
4794,ROS,rajosi,26.312897,74.671814
4795,RJT,rajkot jn,22.312206,70.803446
4796,INDB,indore jn bg,22.71757,75.868429
4797,RGI,ramgiri,13.95014469,76.12545422
4798,RBG,raybag,16.48337451,74.80682566
4799,SBNR,shri vijainagar,29.240494,73.523389
4800,PNHR,panihar,26.099221,78.014931
4801,KRBR,kerkhabari,26.300344,90.625041
4802,PVZ,parvezpur,28.510828,75.728178
4803,PP,puranpur,28.514911,80.150951
4804,RKZ,rajkiawas,25.75038,73.523536
4805,RMGM,ramanagaram,12.720096,77.283451
4806,RKY,kothariya,22.176807,70.814382
4807,RBR,ribada,22.124961,70.800952
4808,CKA,chak pakhhewala,30.434234,74.19716
4809,RN,ratnagiri,17.002793,73.356938
4810,MIX,manipuram cabin,16.29953,80.45759
4811,REJ,rejinagar,23.85009,88.259255
4812,RHMA,rahama,20.298605,86.405224
4813,RMPH,rampahari,26.2365,77.357146
4814,RDV,radha balampur,26.083856,81.107034
4815,PUW,patuwas mehrana,28.557035,76.333688
4816,RGU,ragaul,25.686945,80.129683
4817,PTYR,patiyara,26.627948,80.476502
4818,PUMU,penumarru,16.131433,80.77586
4819,RNGG,rangaliting,26.656417,93.918286
4820,RYP,rayanapad,16.577504,80.562937
4821,RMD,ramanathapuram,9.358387,78.836862
4822,SFPR,safipur,26.744344,80.354767
4823,RSH,ratan shahr,28.15811944,75.52398099
4824,JLY,jhilmili,22.054052,79.154333
4825,SDD,sindhawadar,22.546528,70.894135
4826,SII,sitimani,16.31992,75.865598
4827,SHSK,saharsrakund,19.402665,78.007953
4828,SFM,sunam,30.130335,75.808761
4829,SBLT,shri bhadriya lathi,27.030421,71.515941
4830,SBZ,siswa bazar,27.14956695,83.75634907
4831,SGL,sagauli jn,26.758187,84.73934
4832,SGW,singwal,26.061015,74.682759
4833,SDH,saradhna,26.34042601,74.56620475
4834,SBH,sulebhavi,15.912563,74.641724
4835,SDT,sadat,25.673309,83.308384
4836,SHAN,srinivasa nagar,17.90995578,78.46192055
4837,SCP,sirnapalli,18.487478,78.271132
4838,RJI,rajawari,25.497689,83.130772
4839,SEU,sendra,26.077974,74.194143
4840,SKLR,sakleshpur,12.945368,75.778745
4841,SHV,shivani,13.81113967,76.05823629
4842,RWO,ranavav,21.698214,69.726078
4843,SHMI,shiroor,13.930712,74.593966
4844,S,shrirangapatna,12.4247,76.678033
4845,RXL,raxaul jn,26.987018,84.844564
4846,SDS,sadulshahr,29.90264143,74.17270445
4847,SMPR,shri madhopur,27.457628,75.598294
4848,SCQ,sham chaurasi,31.45851,75.76642
4849,NDRT,nangal degrota,28.367897,76.067464
4850,SDBH,sindri block hut,23.692944,86.447091
4851,JWKA,jandwala kharta,30.35763393,74.0290538
4852,SMLT,samloti,32.098872,76.360945
4853,SKGH,saktesgarh,24.999741,82.821887
4854,SNGR,sanganapur,19.188596,76.7364
4855,SPDR,sheoprasadnager,23.303628,82.789857
4856,SRU,salempur jn,26.298048,83.923271
4857,SNAP,sona arjunpur,29.75828051,77.45252833
4858,SQD,sattirakkudi,9.400229,78.704868
4859,SNKG,sankaragummanur halt,15.167166,77.235523
4860,SONI,soni,26.527305,78.555226
4861,SMAE,samudragarh,23.335767,88.324967
4862,SFX,safilguda,17.461671,78.53311
4863,SLGH,shelgoan h,19.08013093,77.58839078
4864,SNH,saunshi,15.206786,75.295781
4865,SSGJ,sursaraighat jh,24.023428,82.124918
4866,PAV,pedana,16.252107,81.143792
4867,SJPM,sujata puram halt,12.140253,76.675521
4868,STR,satara,17.688361,74.063727
4869,SRVN,sravanur,12.743443,76.355604
4870,SKU,sikroda,26.336915,77.732363
4871,SLB,salboni,22.640971,87.321899
4872,SRJM,sirjam,23.403864,86.835097
4873,SSB,shakurbasti,28.68022733,77.12991159
4874,SML,shimla,31.102794,77.159932
4875,KARO,khario p.h.,23.835655,86.192092
4876,SN,sukna,26.790887,88.363493
4877,SMKT,somankatti,15.766716,75.632594
4878,SIRA,sirhi itara,26.367008,80.215235
4879,SOT,shohratgarh,27.374711,82.969293
4880,SRMP,sirsi mukhdumpr,28.633209,78.635169
4881,SURP,suratpura,28.661958,75.406758
4882,PTS,patansaongi,21.344445,79.010677
4883,SIY,sirry,20.990441,81.731233
4884,KBPR,kabakaputtur,12.7683965,75.2045015
4885,SWO,sonwara,30.894075,77.004229
4886,SRTN,sibsagar town,26.989968,94.643517
4887,JMD,jamdha,20.574085,74.985547
4888,THAN,than jn,22.57896,71.206533
4889,TIP,tattapparai,8.828581,78.022486
4890,TJ,thanjavur,10.778085,79.138296
4891,THPR,tippapur,18.19412214,78.37737983
4892,SUNR,surendranagar,22.7443,71.630056
4893,TLMG,talmadugu,19.64177583,78.39635424
4894,TL,tiloniya,26.652675,74.934194
4895,SUNM,sunamai halt,28.097372,78.220525
4896,THM,thalyat hamira,26.992726,71.077426
